ID,Comment,Likes,Dislikes,Article,Region,Keyword
21195,"Globo, faça uma matéria que seja de interesse da população.",5.0,0.0,"Maioria diz que gênero e sexualidade devem entrar no currículo escolar, diz pesquisa encomendada pelo MEC",Indefinido,Homofóbico
18484,Achei que ele iria indicar o Queiroz,19.0,1.0,Bolsonaro diz que cogita nomear o filho Eduardo embaixador do Brasil nos EUA,Indefinido,Homofóbico
1727,"Ué! livre-arbítrio, quem quiser assiste, quem não quiser não assiste, nada de dramas simples.",9.0,3.0,Toffoli concede liminar e autoriza Netflix a exibir Especial de Natal do Porta dos Fundos,Indefinido,Homosexual
63991,"Vc disse isto, José Miranda? Esquerda e direita atuam no limite do ódio ao outro. De onde sairam? Seriam a prova de que marcianos existem? Meu REINO não faz parte DESTE mundo... larguem o NOME DE JESUS CRISTO RESSUSCITADO em paz!",0.0,0.0,"Acusado de racismo, Trump defende seus comentários contra Baltimore e deputado negro",Indefinido,Racismo
13413,Noivado do Lulu...a que ponto chega a depravação do Ser Humano. Hoje protestar contra as coisas que abalam os valores da familia está sujeito a processos Judiciais....quem diria que isso um dia iria acontecer.,35.0,5.0,"Semana Pop tem ataque racista a ator, noivado de Lulu Santos e disco dos Backstreet Boys; ASSISTA",Indefinido,Homofóbico
13169,"Deveria existir uma estatística oficial sobre morte de lgbtia...z, porém não e de interesse deles porque os crimes são em sua grande maioria pacionais, daí veríamos que são os matadores e discriminações.",5.0,1.0,Participantes da Parada do Orgulho LGBTI desfilam pelas ruas de Palmas e pedem mais respeito e amor  ,Tocantins,Homofóbico
83533,"O país não cuida bem dos brasileiros. Mas querem que estrangeiros tenham os mesmos direitos que os brasileiros. Tomam nossos empregos, vagas nos hospitais, nas escolas e tudo oi que era pra ser nosso. O BRASIL PARA OS BRASILEIROS",13.0,8.0,MP pede que polícia de RR apure comentários racistas e xenofóbicos contra venezuelanos em redes sociais,Roraima,Racista
81729,"Se todos voltassem para seus países de origem os EUA teria um grande problema, falta de mão de obra, um problema que tem afetado bastante o Japão nos últimos anos e por isso atualmente tem flexibilizado para aceitar trabalhadores estrangeiros. A imigração contribui bastante para a evolução da humanidade, somente alguém ignorante para não ver isso.",26.0,8.0,Trump diz a congressistas democratas para voltarem a países de onde vieram: 'Quebrados e infestados de crime',Indefinido,Racista
36834,Como se esta pauta fosse o maior problema do país! A causa é justa mas não urgente!,0.0,0.0,"Em meio a discussão sobre criminalização da homofobia, casos de violência seguem impunes",Indefinido,Homofobia
30435,Já começo a concordar com o fechamento do STF...,7.0,10.0,Toffoli suspende decisão judicial que permitia apreensão de livros na Bienal do Rio,Indefinido,LGBT
71852,"A notícia boa é que a rejeição desse indivíduo já subiu 4%, passou de 60 para 64% e quando começar para valer, vai chegar rapidinho aos 80%.",12.0,26.0,Jair Bolsonaro pede ao STF para ser absolvido da acusação de racismo,Indefinido,Racismo
53550,O curso de medicina da UFJF está cheio de alunos que burlaram as cotas. É só investigar.,45.0,1.0,Investigação mostra como homem burlou sistema de cotas em concursos públicos ,Indefinido,Cotas
22413,"A galera do ""ele não"" não quer ser esquecida e fica pegando carona....kkkk Esses ditos artistas estavam mamando o dinheiro do pobre e humilde trabalhador brasileiro. E tem gente que bate palmas! Se você está desempregado; desolado; sem perspectiva; sem saber o que dizer ao seu filho; e triste, agradeça a esse pessoal que ficou ao lado daqueles que roubaram e desviaram o seu dinheiro, nos colocando na maior crise da história. Não respeitam o povo brasileiro!!!!",17.0,7.0,23ª Parada LGBT de SP; FOTOS,São Paulo,LGBT
86475,o país cheio de problemas e esse idiohta postando vídeo na internet. Que aberração este governo e eu sou um dos culpados disto. Nunca senti tanta vergonha com meu voto.,380.0,105.0,Bolsonaro pede desculpas ao STF e diz que vídeo com leão e hienas foi um 'erro',Indefinido,Feminismo
51723,BESTA!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,26.0,6.0,Idosa acredita em namoro com cantor famoso pela internet e tem prejuízo de R$150 mil ,São Paulo,Transfobia
15873,"Foram agredidOs! G1, qualquer objeção é só pedir o DNA.",5.0,5.0,VÍDEO: acusados de espancar travestis no DF vão responder por lesão corporal,Distrito Federal,Homofóbico
78859,"assim como falta empatia do rico pro pobre, patrao empregado, credor e devedor. No fundo o capitalismo é o culpado pela desigualdade, incluindo o racismo.",3.0,4.0,Família sofre ataque racista com pichações em muro de casa em Ribeirão das Neves,Minas Gerais,Racista
12722,"ENTÃO SE UM HOMEM COLOCAR UMA PERUCA, INTITULAR-SE MULHER, ENTRAR NO BANHEIRO FEMININO, FOR XINGADO PELAS MULHERES E EXPULSO DO BANHEIRO, ELAS ESTARÃO COMETENDO CRIME?",15.0,2.0,Maioria do STF vota por enquadrar homofobia como crime de racismo; julgamento é suspenso ,Indefinido,Homofóbico
2593,iLula era analfabeto e foi o mió presidente da historia desse planeta.,17.0,9.0,"'Se eu não tiver a cabeça no lugar, eu alopro', diz Bolsonaro sobre investigação do filho Flávio",Indefinido,Homosexual
9735,Tô fora desse cara! Não tem condições nenhuma de governar um país.,4.0,17.0,"Jair Bolsonaro diz que, se eleito, pode privatizar Petrobras 'se não tiver solução' ",Indefinido,Homofóbico
72570,É uma desgraça essa história de pedir vistas. A esmagadora maioria do povo não aceita esse fascistoide entreguista como presidente e o mínimo que o STF poderia fazer é impedir essa candidatura danosa ao país enquanto ainda há tempo de consertar as coisas.,77.0,621.0,Marco Aurélio vota pela rejeição da denúncia contra Bolsonaro por racismo; Moraes pede vista e adia decisão,Indefinido,Racismo
71990,"Elio o quê?? com esse nome, não passa de ser um mentiroso KKK.",1.0,1.0,Dentista acusada de racismo nas redes sociais é presa em Teresina,Piauí,Racismo
58656,Quen quen,0.0,0.0,"O que é um buraco negro, e por que há luz na primeira foto de um deles?",Indefinido,Negro
52350,"Nada contra, desejo todo sucesso do mundo e respeito, mas Deus deve estar extremamente triste com essa geração. Fomos feitos a imagem e semelhança Dele, não se aceitar é dizer que Deus errou e Ele não errou e jamais errará; abramos os nossos olhos, pois o mundo jaz do maligno.",6.0,13.0,"'Quero que saibam que a escola é para todos', diz mulher trans que saiu da prostituição e se tornou professora em Mogi",São Paulo,Transfobia
21445,Má influência? Putz,1.0,4.0,Líder indígena gay relata preconceito nas aldeias: 'Chamam de anormal',São Paulo,Homofóbico
64224,"Blob, essa lei não te obriga ser não, só se você quiser sair do armário!",5.0,2.0,Maioria do STF vota por enquadrar homofobia como crime de racismo; julgamento é suspenso ,Indefinido,Racismo
61492,Tmj,3.0,0.0,Ancine corta apoio financeiro para brasileiros divulgarem filmes em 11 festivais internacionais,Indefinido,Negritude
96680,Mais cedo era falando mal por ter trazidos os brasileiros da China. AGR É por causa do furo kkkkkkk essa globo n cansa de passar vergonha,1.0,3.0,Senadores e deputados reagem à ofensa de Bolsonaro a repórter,Indefinido,Misoginia
80541,É racismo porque a turma do m1m1m1 precisa do máximo de coisas possíveis pra se indignar.,26.0,6.0,O que é 'blackface' e por que é considerado tão ofensivo?,Indefinido,Racista
11164,Agora lascou!!! Nem zuar mais São Paulino a gente pode!!!,15.0,2.0,STF permite criminalização da homofobia e da transfobia,Indefinido,Homofóbico
65387,Acorda. Militar tem suas funções. Nós precisamos aprender a nós responsabilizaremos por nossas escolhas. Vote melhor na próxima eleição.,9.0,5.0,"Após fala de Bolsonaro, Alexandre de Moraes diz que STF não legisla e que enquadrar homofobia como racismo protege minorias",São Paulo,Racismo
33703,E eu achando que quem fazia lei era o legislativo...,181.0,41.0,STF permite criminalização da homofobia e da transfobia,Indefinido,Homofobia
28355,Carniças.,7.0,6.0,Parada LGBT de Brasília destaca tema de eleições e diversidade na 21ª edição,Distrito Federal,LGBT
70442,Penetra na festa e Frota de segurança. huahuahuahua,3.0,0.0,"Diplomação de eleitos em São Paulo tem confusão entre deputados, PM no palco e acusação de racismo",São Paulo,Racismo
11238,"Que bom pra você, agora você pode dar o kool em praça pública !!!",9.0,2.0,STF permite criminalização da homofobia e da transfobia,Indefinido,Homofóbico
84839,"Homens em sua esmagadora maioria, reprovam e combatem qualquer violência contra a mulher. Esses feminicidas são covardes e doentes e devem ser punidos na letra da lei.",8.0,0.0,Casos de feminicídio aumentam 44% no 1º semestre de 2019 em SP ,São Paulo,Feminicídio
24155,Eles q procurem a Rede Globo para captar recursos ..já que ela gosta de fazer novelas com esse tema...,33.0,2.0,Bolsonaro diz que não vai financiar produções com temas LGBT; conheça séries citadas,Indefinido,LGBT
30612,APARELHO EXCRETOR NÃO REPRODUZ....,4.0,2.0,Toffoli suspende decisão judicial que permitia apreensão de livros na Bienal do Rio,Indefinido,LGBT
1533,"STF mais uma vez provando ser STF, até quando se permitirá isso.",0.0,5.0,Toffoli concede liminar e autoriza Netflix a exibir Especial de Natal do Porta dos Fundos,Indefinido,Homosexual
8960,"Com certeza, nessa rua também moram um bocado de enrustidos(as). E um desses, com certeza, perpetrou esse ataque homofóbico.",2.0,2.0,Panfletos homofóbicos são distribuídos onde casal constrói casa em Curitiba ,Paraná,Homofóbico
86921,"Barroso diz que se faz fila na porta do Gilmar para ele soltar bandido, e ninguém reclama.O Bolso diz que STF é hiena que prejudica o Brasil, e todo mundo grita?",0.0,1.0,Bolsonaro pede desculpas ao STF e diz que vídeo com leão e hienas foi um 'erro',Indefinido,Feminismo
77447,agora ele vai depender de bolsa familia pra viver kkkk,5.0,3.0,Mackenzie expulsa estudante de direito que publicou vídeo racista durante as eleições,São Paulo,Racista
3961,As famílias que Deus criou está correndo risco de acabar por conta dessas aberrações.,38.0,51.0,Cônjuge de europeu homossexual tem direito à residência em países da UE,Indefinido,Homosexual
19520,"Nossa... foi fundo agora... Entre Faustão e Fernanda Lima, pode acabar com os 2...",11.0,0.0,Fernanda Lima processa Eduardo Costa após ofensas em rede social,Indefinido,Homofóbico
77953,"Sim! Vai ficar, não tem nada de mais nesse anúncio, a única coisa que pegou é que um modelo branco ficaria melhor! Mas por causa das cotas, tem que colocar modelos negros! Simples assim!!",12.0,10.0,H&M retira foto publicitária considerada racista,Indefinido,Racista
54282,Sou negro e tou sem mulher alguém ai da esquerda pode me dar a esposa por uma hora prometo que não vou estragar muito,3.0,6.0,Bolsonaro diz que política de cotas é 'equivocada' e que política de combate ao preconceito é 'coitadismo',Indefinido,Cotas
52033,Comentar o quê?? Já que vivemos num país onde valores mínimos de moral e respeito não existe mais. Só lamentar. Comentar o que num país onde a formação de opinião está restrita a uma minoria com ideologias doentes????,4.0,0.0,Teatro fica lotado durante peça com Jesus transgênero em Porto Alegre,Rio Grande do Sul,Transfobia
36268,pelos direitos dos canhotos.. vamos punir a canhotofobia...,4.0,0.0,Maioria do STF vota por enquadrar homofobia como crime de racismo; julgamento é suspenso ,Indefinido,Homofobia
57602,Bando de OPORTUNISTAS que ROUBAM as vagas de quem realmente MERECIAM estar lá! Mais uma distorção da época da DITADURA LULO-PETISTA!!!,6.0,1.0,"Com cotas, USP quadruplica número de estudantes negros e indígenas em 10 anos ",São Paulo,Negro
24756,"As cenas de violência, sangue existentes nos quadrinhos não incomodam, se um homem aparece dando porrada numa mulher ninguém ia solicitar para recolher ou embalar, se é um casal hetero se beijando ninguém reclama ... Cambada de hipócritas ... Só se importam com o c.. alheio.",10.0,0.0,Nova decisão do TJ-RJ manda recolher livros com temática LGBT para  o público jovem e infantil que não estejam lacrados na Bienal,Rio de Janeiro,LGBT
50004,"Na verdade a cristofobia já é tipificada em lei, ela está inclusa também no artigo 5 da constituição. Então para de falar besteira e vai estudar .",2.0,3.0,STF começa julgamento sobre criminalização da homofobia,Indefinido,Transfobia
26272,"Galera, lembrando que está cheio deGays nas Polícias e nas FFAA.",4.0,2.0,"Com 19 trios elétricos, Iza, Karol Conká e Gloria Groove, Parada LGBT reúne milhares de pessoas em SP",São Paulo,LGBT
58930,E pra serve saber disso pra humanidade ?,17.0,152.0,"O que é um buraco negro, e por que há luz na primeira foto de um deles?",Indefinido,Negro
69184,Estávamos à beira de uma ditadura conunista. Fomos salvos pelo impeachment. Devemos isso ao Cunha.,25.0,25.0,"Toffoli rechaça ditadura, fascismo, comunismo e racismo em sessão pelos 30 anos da Constituição",Indefinido,Racismo
73574,"Preconceituoso, teu comentario",6.0,4.0,"Vitória Meirelles, filha de Ivo Meirelles, relata caso de racismo em loja da C&A: 'Grande constrangimento. Saí chorando' ",Indefinido,Racismo
52474,Dahora,25.0,0.0,'Bem do Rio': maqueiro artista transforma paredes da pediatria do Miguel Couto em painel infantil,Rio de Janeiro,Transfobia
30403,Fabio Costa. acuse os inimigos do que vc é,1.0,0.0,Toffoli suspende decisão judicial que permitia apreensão de livros na Bienal do Rio,Indefinido,LGBT
31944,"Engraçado que a própria globo lançou uma campanha respeito, ""eu respeito a sua cor,eu respeito a sua vontade,eu respeito sua religião etc.respeite a minha"", lindas palavras mais na hora de respeita não vejo nada disso, fazem uma campanha mais na pratica eles mesmo fazem tudo ao contrário,então não sejam hipócritas em fazer uma campanha e vcs mesmo não respeita.",12.0,0.0,Desembargador que mandou tirar vídeo do Porta dos Fundos do ar foi contra 'censura' a Bolsonaro em ação por homofobia    ,Rio de Janeiro,Homofobia
41165,"Só pelo teu jeito de falar, que Deus tenha piedade e não te dê filhos... pois com essa mentalidade, coitada da criança que tiver que te aguentar.",18.0,27.0,Filha de Jackie Chan diz estar desabrigada por causa de homofobia dos pais,Indefinido,Homofobia
47874,"Esse budista medita no mesmo templo do Ciro Gomes, tá loco...",4.0,4.0,Bolsonaro diz que vai indicar ministro 'terrivelmente evangélico' para o STF,Indefinido,Transfobia
65419,"Para a informação do Bozo, existe sim uma ministra cristã assumida, Carmen Lúcia, católica praticante, mas ela cumpre o dever de deixar a religião em casa e na igreja, ao contrário do seu plano de aparelhar as instituições pra instalar um fundamentalismo cristão no Brasil!",27.0,12.0,"Após fala de Bolsonaro, Alexandre de Moraes diz que STF não legisla e que enquadrar homofobia como racismo protege minorias",São Paulo,Racismo
62882,O problema não é a falta de dinheiro. Visitei um amigo no Singapura de Artur Alvim. Um vizinho deve ter sido baleado (coisa boa não devia ser) sujou as escadas de sangue e ninguém jogou uma água para lavar as escadas. Isto é viver com dignidade? Manutenção de prédio custa caro.,1.0,0.0,"Brasil tem 6,9 milhões de famílias sem casa e 6 milhões de imóveis vazios, diz urbanista",Indefinido,Negritude
47589,"Já que o BRASIL não é LAICO, acho justo então ter ministro (a) do STF, terrivelmente CATÓLICO, terrivelmente ESPÍRITA, terrivelmente UMBANDISTA, terrivelmente BUDISTA e assim por diante.",74.0,22.0,Bolsonaro diz que vai indicar ministro 'terrivelmente evangélico' para o STF,Indefinido,Transfobia
65126,Eu já entrei em agência bancária com uma um canivete e um alicate de pesca no bolso do colete. A diferença: Estava limpo e sou branco.,16.0,20.0,Idoso é impedido de entrar em banco e mulher alega racismo: 'Sujo do trabalho',São Paulo,Racismo
23915,"Deveriam estar conte com o presidente, pois reduziu a tarifa de importação de medicamentos para tratamento do H.IV.",15.0,2.0,Bolsonaro diz que não vai financiar produções com temas LGBT; conheça séries citadas,Indefinido,LGBT
17254,"Essa geração 2000 é bem ruinzinha mesmo viu... jamais chegarão aos pés de 80,90.",20.0,2.0,'Friends' é politicamente incorreto? Questões sobre sexismo e homofobia continuam...,Indefinido,Homofóbico
47119,"Uai só...não são mulheres pra usar banheiro de mulheres, pq esse alarde todo, reivindique um banheiro pro gênero de vcs e PONTO",29.0,5.0,Transexuais são impedidas de usar banheiro feminino em shopping de Contagem,Minas Gerais,Transfobia
86560,"Sempre envolvido em problemas, que presidente ? É que família é essa !!!!",6.0,3.0,Bolsonaro pede desculpas ao STF e diz que vídeo com leão e hienas foi um 'erro',Indefinido,Feminismo
84075,"Se o amor é fantasia, eu me encontro ultimamente em pleno carnaval",5.0,7.0,Youtuber Júlio Cocielo apaga mais de 50 mil tuítes após críticas por comentário sobre Mbappé,Indefinido,Racista
87166,O Brasil está virando uma Venezuela com seu presidente é um Chile na economia . Já conhecemos o fim dessa novela. Temos de mudar de rumo e logo,2.0,0.0,Bolsonaro pede desculpas ao STF e diz que vídeo com leão e hienas foi um 'erro',Indefinido,Feminismo
9804,"O pessoal reclama que ele não sabe economia, como se fosse um presidente que fizesse as coisas acontecerem. E o povo que reclama elegeu um analfabeto e uma presidenta economista que não sabe somar 208 com 41 e que acha que 13-4=7",18.0,3.0,"Jair Bolsonaro diz que, se eleito, pode privatizar Petrobras 'se não tiver solução' ",Indefinido,Homofóbico
32373,"Se for algo voluntário, nenhum problema. E o pessoal parece esquecer que nenhum homo é obrigado por lei a entrar em uma igreja.",5.0,1.0,"França e Alemanha avançam para proibir 'cura gay', em meio a alta da homofobia",Indefinido,Homofobia
79683,"Diogo, vai fazer mimimimi lá no boteco da sua favela.",1.0,0.0,"'Não sou vítima', diz modelo que fez campanha da Dove acusada de ser racista",Indefinido,Racista
48625,"A lei já trata com equidade sobre o assunto, tem que ter muito debate.",3.0,0.0,Ministro Celso de Mello vota a favor de enquadrar homofobia como crime de racismo,Indefinido,Transfobia
68430,"RACISMO EH algo Mto diferente.... quem ja viu pessoa racista, q julga pela raça, conhece. E existem pessoas racistas. Cada vez menos mas existem. Nao eh esse o caso acima.",3.0,1.0,PGR denuncia Jair Bolsonaro por racismo,Indefinido,Racismo
81244,Lembrei do Cabo Daciolo falando da URSAL...,1.0,0.0,"'Bandidos de esquerda começaram a voltar ao poder' na Argentina, diz Bolsonaro sobre vitória da oposição nas primárias",Piauí,Racista
11345,Leonardo Mattos Leio o AT e foque no Levítico é muita violência e ódio.,0.0,1.0,STF permite criminalização da homofobia e da transfobia,Indefinido,Homofóbico
67407,"cor negra fazer muito sucesso ,quem nao gosta de negro um beijo recalcadas e inveja dor nem,kk",2.0,10.0,Modelo é alvo de racismo ao ter perfil invadido em rede social: 'Macaca',São Paulo,Racismo
38822,PRECISAMOS CRIAR O DIA DO HETEROSEXUAL - PRECISAMOS DEFENDER OS NOSSO DIREITOS,18.0,13.0,Mais da metade dos deputados federais é a favor de criminalizar a homofobia,Indefinido,Homofobia
81842,"KKKKKKKKKK DEPOIS SOU EM QUE SOU CRITICADO aqui, por pregar a MORTE o EXTERMÍNIO a EXPULSÃO definitivos dos gaúchos deste país. Os hipócritas inaculturados que desconhecem a História daquela região e o que esses criminosos caucasianos vem praticando naquelas terras há anos - desde o genocídio aos índios pra roubarem suas terras - nada sabem do quão RUIM NEFASTOS e DESUMANOS são todos os sulistas: que morram juntos meus críticos e eles também pro bem do Brasil.",21.0,73.0,Frases racistas são encontradas pichadas em banheiro da Universidade de Santa Cruz do Sul,Rio Grande do Sul,Racista
85931,quem matou e violentou a criança foi a mulher trans,2.0,0.0,Mulheres com profissões 'fora do padrão feminino' afirmam: 'Somos capazes de tudo',São Paulo,Feminismo
12304,"Mais um bugre de terno e gravada, esse é o tipo de gente que o povo votou.",8.0,1.0,Bolsonaro diz que repórter tem 'cara de homossexual terrível'; entidades de jornalistas reagem ,Indefinido,Homofóbico
57055,"pelo menos eles parecem que trabalham, não são os laranjas bolsonarianos que nunca foram ao trabalho.",11.0,10.0,Ganhadores da Mega-Sena podem parar de trabalhar se investirem dinheiro,Indefinido,Cotas
34797,"Exemplo de açao que nada acrescenta às necessidades reais da sociedade brasileira que quer empregos , melhorias na saude, segurança e educaçao Tal açao só repercute numa minoria barulhenta que quer sobrepor a grande maioria ainda silenciosa Que o STF nao caia na armadilha de tentar criar tipo penal mediante decisao judicial usurpando o Legislativo",40.0,87.0,STF começa julgamento sobre criminalização da homofobia,Indefinido,Homofobia
92449,"Quem respeita não tem medo de metoo não, querido. Se você tem medo, melhor se isolar mesmo e viver sua vidinha de incel derrotado.",1.0,24.0,Carnaval 2019 em BH: milhares de 'tatuagens' contra o assédio serão distribuídas em mais de 30 blocos,Minas Gerais,Assédio
17164,Patrulha mimi tem que ir a ME *R* DA,17.0,1.0,'Friends' é politicamente incorreto? Questões sobre sexismo e homofobia continuam...,Indefinido,Homofóbico
47828,q nada. é porq é burro mesmo,2.0,2.0,Bolsonaro diz que vai indicar ministro 'terrivelmente evangélico' para o STF,Indefinido,Transfobia
28610,"E continuamos a progredir, continuamos a trabalhar, a criar, a vencer, a existir, a amar. OrgulhoLGBT+",8.0,2.0,Milhares de pessoas tomam as ruas de cidades europeias em desfiles pelo Orgulho LGBT,Indefinido,LGBT
20728,"Internet contamina até cabeça de adultos,q dirá crianças ou adolescentes....acho louvável ter orientação nas escolas ! Por isso tantos crimes acontecendo....os ignorantes misturam virtual com viagens mentais e a realidade....e dá nesses crimes desenfreados....fato!",4.0,0.0,"Maioria diz que gênero e sexualidade devem entrar no currículo escolar, diz pesquisa encomendada pelo MEC",Indefinido,Homofóbico
92949,É O COMEÇO DO APARTHAID F.EMIN.AZI ??? FE.MINI.SMO É D.OENÇAAA !,106.0,20.0,Festival de música na Suécia proíbe entrada de homens em protesto contra assédio e violência sexual,Indefinido,Assédio
52136,"Depois uma desgraça acontece na vida da pessoa ai ela vai chamar Jesus. Não se abalem, cedo ou tarde ele ira pagar pelo q está fazendo.",3.0,0.0,Teatro fica lotado durante peça com Jesus transgênero em Porto Alegre,Rio Grande do Sul,Transfobia
20710,"Desculpe, continuando, não acho que a escola pode fazer isso, ainda por pior que seja, devem ser os pais.",0.0,0.0,"Maioria diz que gênero e sexualidade devem entrar no currículo escolar, diz pesquisa encomendada pelo MEC",Indefinido,Homofóbico
23927,"Será que se fossem filmes sobre a ditadura, milícia ou o estado americano ele apoiaria? Acredito que sim, então acho mais uma atitude homofóbica do que controle dos cofres públicos.",60.0,231.0,Bolsonaro diz que não vai financiar produções com temas LGBT; conheça séries citadas,Indefinido,LGBT
2936,IMPEACHMENT DESSE PRESIDENTE IRRESPONSÁVEL E IGNORANTE JÁ! NÃO TEM O MÍNIMO DE DECORO PARA O CARGO DE PRESIDENTE!,12.0,3.0,"'Se eu não tiver a cabeça no lugar, eu alopro', diz Bolsonaro sobre investigação do filho Flávio",Indefinido,Homosexual
83015,Precisa saber quem é o seu lider !!!,2.0,1.0,Aluno suspenso do Mackenzie que ameaçou matar 'negraiada' pede perdão: 'áudio infeliz',São Paulo,Racista
11783,Foi o espírito esquerdista anti-capitalista que criou o botão do F.O..DA-SE A HUMANIDADE !,1.0,2.0,Bolsonaro diz que repórter tem 'cara de homossexual terrível'; entidades de jornalistas reagem ,Indefinido,Homofóbico
39156,Cadê o caso Gilmar Mendes? Já chegou o cala boca?,0.0,1.0,STF começa a julgar nesta quarta-feira ações que pedem criminalização da homofobia; entenda,Indefinido,Homofobia
14273,e quem leu é um burrominios idiota,3.0,6.0,Desembargador que mandou tirar vídeo do Porta dos Fundos do ar foi contra 'censura' a Bolsonaro em ação por homofobia    ,Rio de Janeiro,Homofóbico
18567,É sério isso ? O que esse moço entende de politica externa? E de diplomacia ? Affff,13.0,0.0,Bolsonaro diz que cogita nomear o filho Eduardo embaixador do Brasil nos EUA,Indefinido,Homofóbico
56052,Muito estranho e coincidência demais,14.0,1.0,Grupo de assessores do PT na Câmara leva prêmio de R$ 120 milhões da Mega-Sena,Indefinido,Cotas
95416,Quem matou o Celso Daniel????,16.0,2.0,Entidades manifestam repúdio a ataques feitos a jornalista em sessão da CPI das Fake News,Indefinido,Misoginia
89591,Também te entendo...,3.0,5.0,Helga Nemeczyk diz que quer levar empoderamento feminino ao palco do 'PopStar',Indefinido,Feminismo
29474,blá blá blá,5.0,4.0,"Público LGBT sofre mais preconceito em espaços públicos e no transporte em SP, diz Rede Nossa SP",São Paulo,LGBT
75045,"Quando ele estiver maior e começar a bater nos pais, vão culpar o colégio que não cumpriu com suas obrigações e deixou de cobrar normas e regras. Esse país está cada vez mais criando cobras.",4.0,9.0,Diretora que barrou matrícula de aluno por corte de cabelo é afastada do cargo no Maranhão,Maranhão,Racismo
9208,"""tirar dos ricos para botar no bolso dos pobres""...que coisa feia! Tão feio essa mania de vcs, comunistas, viverem de olho no dinheiro dos outros ao invés de incentivarem uma conquista justa e louvável através do trabalho. O trabalho dignifica o homem. isso sim, é louvável. ""O trabalhador é digno de seu salário"". Se tirar de uns para dar aos outros fosse solução, Cuba e Venezuela estariam muito bem. Mas ao invés disso, o povo sofre com o racionamento de alimento, vida precária e desemprego, enquanto os políticos, seus familiares e assosssiados usufruem de muita fartura e conforto.",7.0,1.0,"Jair Bolsonaro diz que, se eleito, pode privatizar Petrobras 'se não tiver solução' ",Indefinido,Homofóbico
2758,Um pedreiro na vaga de um advogado. Lamentável. Tem lei pra isto.,4.0,0.0,"'Se eu não tiver a cabeça no lugar, eu alopro', diz Bolsonaro sobre investigação do filho Flávio",Indefinido,Homosexual
29085,"Força Parada do Orgulho LGBT, Marcarei Presença Com Dez Amigas Lindas, Bofe, Maior Festa do Mundo, OK.",4.0,11.0,Veja interdições e alterações nos itinerários de linhas de ônibus para a realização da 22ª Parada do Orgulho LGBT,São Paulo,LGBT
